360browser.exe,0xb896e0e1
SwitchToFiber,0xb4a0b81
SwitchToFiberA,0x496d6736
SwitchToFiberW,0xbdb9d267
SwitchToThisWindow,0x15783955
SwitchToThisWindowA,0xc8cd43c9
SwitchToThisWindowW,0x3c19f698
SwitchToThread,0x40e12f5c
SwitchToThreadA,0xb144627b
SwitchToThreadW,0x4590d72a
SysMsgProc,0xe6a8825d
SysMsgProcA,0xc6e51b40
SysMsgProcW,0x3231ae11
System,0xcee114bd
SystemA,0x66c7b0ae
SystemW,0x921305ff
SystemParametersInfo,0xc6ee7801
SystemParametersInfoA,0xa4184065
SystemParametersInfoW,0x50ccf534
SystemTimeToFileTime,0x38f590bb
SystemTimeToFileTimeA,0x8f52011f
SystemTimeToFileTimeW,0x7b86b44e
SystemTimeToTzSpecificLocalTime,0x67ac7c26
SystemTimeToTzSpecificLocalTimeA,0x1b3b70a
SystemTimeToTzSpecificLocalTimeW,0xf567025b
TabbedTextOut,0x36f597ff
TabbedTextOutA,0xfeed8491
TabbedTextOutW,0xa3931c0
TaskDialog,0x400c2938
TaskDialogA,0xfb9b2a3c
TaskDialogW,0xf4f9f6d
TaskDialogIndirect,0x3a90294f
TaskDialogIndirectA,0x358052a3
TaskDialogIndirectW,0xc154e7f2
TerminateJobObject,0xc5e12fba
TerminateJobObjectA,0xf8a82536
TerminateJobObjectW,0xc7c9067
TerminateProcess,0xab40bf8d
TerminateProcessA,0x407b21a9
TerminateProcessW,0xb4af94f8
TerminateThread,0x6e68da7c
TerminateThreadA,0x8a04cb46
TerminateThreadW,0x7ed07e17
TextOut,0x41d6e29d
TextOutA,0x5d26a790
TextOutW,0xa9f212c1
This,0x5edc2d19
ThisA,0xb7ecea66
ThisW,0x43385f37
This program cannot,0xd91e5ef7
This program cannotA,0xf0d9e76a
This program cannotW,0x40d523b
Thread32First,0x238b3114
Thread32FirstA,0xc920c1c7
Thread32FirstW,0x3df47496
Thread32First/Thread32Next,0x1e2ed505
Thread32First/Thread32NextA,0xa3ad44d1
Thread32First/Thread32NextW,0x5779f180
Thread32Next,0xf5197707
Thread32NextA,0x4d48125f
Thread32NextW,0xb99ca70e
ThreadProc,0x86896133
ThreadProcA,0x6c8f76fc
ThreadProcW,0x985bc3ad
TileWindows,0x1d788fe6
TileWindowsA,0x9aada149
TileWindowsW,0x6e791418
TimeProvClose,0xf7720561
TimeProvCloseA,0xe99bbd40
TimeProvCloseW,0x1d4f0811
TimeProvCommand,0xb76f0132
TimeProvCommandA,0x1bb9a00a
TimeProvCommandW,0xef6d155b
TimeProvOpen,0xd93b2d28
TimeProvOpenA,0xe6b50d5c
TimeProvOpenW,0x1261b80d
TimerAPCProc,0xe8ae72d2
TimerAPCProcA,0xbbec8301
TimerAPCProcW,0x4f383650
TimerProc,0x9dff4b31
TimerProcA,0x829a61fa
TimerProcW,0x764ed4ab
TlsAlloc,0x169e3727
TlsAllocA,0x76c5b5d7
TlsAllocW,0x82110086
TlsFree,0x47eaf60e
TlsFreeA,0x3426597a
TlsFreeW,0xc0f2ec2b
TlsGetValue,0xd1e463e8
TlsGetValueA,0x7dd910a2
TlsGetValueW,0x890da5f3
TlsSetValue,0x29155c39
TlsSetValueA,0x8cf503df
TlsSetValueW,0x7821b68e
ToAscii,0x658dadb5
ToAsciiA,0x68b75425
ToAsciiW,0x9c63e174
ToAsciiEx,0xa3dcb094
ToAsciiExA,0x24181566
ToAsciiExW,0xd0cca037
ToUnicode,0x411ce441
ToUnicodeA,0xd243f369
ToUnicodeW,0x26974638
ToUnicodeEx,0xdc0c4988
ToUnicodeExA,0x306699d0
ToUnicodeExW,0xc4b22c81
Toolhelp32ReadProcessMemory,0x80f791df
Toolhelp32ReadProcessMemoryA,0xc535a65f
Toolhelp32ReadProcessMemoryW,0x31e1130e
TraceEvent,0x4f4b1f1d
TraceEventA,0xb090b94d
TraceEventW,0x44440c1c
TraceEventInstance,0x72522e62
TraceEventInstanceA,0x7017ccd1
TraceEventInstanceW,0x84c37980
TraceMessage,0xc54ae643
TraceMessageA,0x3cc9c447
TraceMessageW,0xc81d7116
TraceMessageVa,0x5b02722
TraceMessageVaA,0x6bc6f48
TraceMessageVaW,0xf268da19
TrackMouseEvent,0x92b18271
TrackMouseEventA,0xf4496ea3
TrackMouseEventW,0x9ddbf2
TrackPopupMenu,0xafcdce11
TrackPopupMenuA,0xb9c673b7
TrackPopupMenuW,0x4d12c6e6
TrackPopupMenuEx,0xbd0c33db
TrackPopupMenuExA,0xc26599e4
TrackPopupMenuExW,0x36b12cb5
TransactNamedPipe,0xdcff1408
TransactNamedPipeA,0xdddee9ad
TransactNamedPipeW,0x290a5cfc
TranslateAccelerator,0x43edd317
TranslateAcceleratorA,0x5049f69f
TranslateAcceleratorW,0xa49d43ce
TranslateMDISysAccel,0x5633390
TranslateMDISysAccelA,0x23d36efc
TranslateMDISysAccelW,0xd707dbad
TranslateMessage,0x5dd9ce14
TranslateMessageA,0xc95e9338
TranslateMessageW,0x3d8a2669
TranslateName,0x2dddcd4e
TranslateNameA,0x42902fd1
TranslateNameW,0xb6449a80
TransmitCommChar,0xf14b58a5
TransmitCommCharA,0x759482b4
TransmitCommCharW,0x814037e5
TransparentBlt,0x79d25d90
TransparentBltA,0x23afdf92
TransparentBltW,0xd77b6ac3
TryEnterCriticalSection,0x103ed57
TryEnterCriticalSectionA,0x26d75931
TryEnterCriticalSectionW,0xd203ec60
TrySubmitThreadpoolCallback,0xb0378334
TrySubmitThreadpoolCallbackA,0xf2dd5dbd
TrySubmitThreadpoolCallbackW,0x609e8ec
TzSpecificLocalTimeToSystemTime,0x63989b60
TzSpecificLocalTimeToSystemTimeA,0x9e086748
TzSpecificLocalTimeToSystemTimeW,0x6adcd219
URLDownloadToFile,0x3e6af2f5
URLDownloadToFileA,0x1e30f2ea
URLDownloadToFileW,0xeae447bb
UnhandledExceptionFilter,0x1353f02f
UnhandledExceptionFilterA,0x781bf022
UnhandledExceptionFilterW,0x8ccf4573
UnhookWindowsHookEx,0x5c3e0230
UnhookWindowsHookExA,0xf55c9025
UnhookWindowsHookExW,0x1882574
UnionRect,0xec839c28
UnionRectA,0xe680b5ed
UnionRectW,0x125400bc
UnloadKeyboardLayout,0xc584efa7
UnloadKeyboardLayoutA,0x9bae2c2f
UnloadKeyboardLayoutW,0x6f7a997e
UnloadPerfCounterTextStrings,0xd10904f0
UnloadPerfCounterTextStringsA,0x6eb56593
UnloadPerfCounterTextStringsW,0x9a61d0c2
UnlockFile,0xbfc78b2e
UnlockFileA,0xfb054cf
UnlockFileW,0xfb64e19e
UnlockFileEx,0xe364bcf2
UnlockFileExA,0x80896907
UnlockFileExW,0x745ddc56
UnlockServiceDatabase,0x483500fa
UnlockServiceDatabaseA,0x8ef9b089
UnlockServiceDatabaseW,0x7a2d05d8
UnmapViewOfFile,0x391ab6af
UnmapViewOfFileA,0x95893a44
UnmapViewOfFileW,0x615d8f15
UnpackDDElParam,0x200c7fd9
UnpackDDElParamA,0x2cf6f884
UnpackDDElParamW,0xd8224dd5
UnrealizeObject,0x174e2aba
UnrealizeObjectA,0xf87a8a33
UnrealizeObjectW,0xcae3f62
UnregisterApplicationRecoveryCallback,0x1a1ce85a
UnregisterApplicationRecoveryCallbackA,0x587d3a89
UnregisterApplicationRecoveryCallbackW,0xaca98fd8
UnregisterApplicationRestart,0xfef1f14b
UnregisterApplicationRestartA,0x3229f762
UnregisterApplicationRestartW,0xc6fd4233
UnregisterClass,0x87379355
UnregisterClassA,0xc85f0c63
UnregisterClassW,0x3c8bb932
UnregisterDeviceNotification,0x14ed4a9c
UnregisterDeviceNotificationA,0x2a74acae
UnregisterDeviceNotificationW,0xdea019ff
UnregisterHotKey,0x9c1d98bc
UnregisterHotKeyA,0x11927cb4
UnregisterHotKeyW,0xe546c9e5
UnregisterPowerSettingNotification,0x43634a4
UnregisterPowerSettingNotificationA,0x266cf4e
UnregisterPowerSettingNotificationW,0xf6b27a1f
UnregisterTraceGuids,0xe64ad032
UnregisterTraceGuidsA,0x1be885db
UnregisterTraceGuidsW,0xef3c308a
UnregisterWait,0xb144bbf4
UnregisterWaitA,0x69b8ec35
UnregisterWaitW,0x9d6c5964
UnregisterWaitEx,0xbe6aaf48
UnregisterWaitExA,0xab603d86
UnregisterWaitExW,0x5fb488d7
UpdateColors,0x377f134f
UpdateColorsA,0x358dbd99
UpdateColorsW,0xc15908c8
UpdateLayeredWindow,0x4276eea4
UpdateLayeredWindowA,0x2208f94
UpdateLayeredWindowW,0xf6f43ac5
UpdateNtmsOmidInfo,0xec2540f8
UpdateNtmsOmidInfoA,0x6053c1e5
UpdateNtmsOmidInfoW,0x948774b4
UpdateProcThreadAttribute,0xae660f46
UpdateProcThreadAttributeA,0x4cc81c21
UpdateProcThreadAttributeW,0xb81ca970
UpdateResource,0xbb7a161c
UpdateResourceA,0xc763b8d2
UpdateResourceW,0x33b70d83
UpdateTrace,0xff4f52f6
UpdateTraceA,0x87f886f0
UpdateTraceW,0x732c33a1
UpdateWindow,0x7e25290d
UpdateWindowA,0xad16c71f
UpdateWindowW,0x59c2724e
UserHandleGrantAccess,0x939ef537
UserHandleGrantAccessA,0x6bf7a571
UserHandleGrantAccessW,0x9f231020
ValidateRect,0x8c73be23
ValidateRectA,0x71329c47
ValidateRectW,0x85e62916
ValidateRgn,0xe32fbe33
ValidateRgnA,0x6cead023
ValidateRgnW,0x983e6572
VectoredHandler,0x553870a6
VectoredHandlerA,0xec39a026
VectoredHandlerW,0x18ed1577
VerFindFile,0xb06eb925
VerFindFileA,0x986d2475
VerFindFileW,0x6cb99124
VerInstallFile,0x551ca817
VerInstallFileA,0x505f07e4
VerInstallFileW,0xa48bb2b5
VerLanguageName,0xa87e61d5
VerLanguageNameA,0x25c8c6b1
VerLanguageNameW,0xd11c73e0
VerQueryValue,0x89038611
VerQueryValueA,0xb9e0bdff
VerQueryValueW,0x4d3408ae
VerSetConditionMask,0xaeae28c7
VerSetConditionMaskA,0xd67767b0
VerSetConditionMaskW,0x22a3d2e1
VerifyVersionInfo,0x2c4ed68c
VerifyVersionInfoA,0x37fb1f56
VerifyVersionInfoW,0xc32faa07
VirtualAlloc,0x9ce0d4a
VirtualAllocA,0x45d9f808
VirtualAllocW,0xb10d4d59
VirtualAllocEx,0xe62e824d
VirtualAllocExA,0xdb528d24
VirtualAllocExW,0x2f863875
VirtualAllocExNuma,0x2bf21fe2
VirtualAllocExNumaA,0x9df6efc0
VirtualAllocExNumaW,0x69225a91
VirtualFree,0xcd53f5dd
VirtualFreeA,0x2b766317
VirtualFreeW,0xdfa2d646
VirtualFreeEx,0x6b482023
VirtualFreeExA,0x71d5a7d9
VirtualFreeExW,0x85011288
VirtualLock,0x7f2af1b
VirtualLockA,0x59bba5c8
VirtualLockW,0xad6f1099
VirtualProtect,0x10066f2f
VirtualProtectA,0x7818a5bd
VirtualProtectW,0x8ccc10ec
VirtualProtectEx,0x5d180413
VirtualProtectExA,0x573ac751
VirtualProtectExW,0xa3ee7200
VirtualQuery,0x49e02c34
VirtualQueryA,0xf2248a12
VirtualQueryW,0x6f03f43
VirtualQueryEx,0x1bfb8645
VirtualQueryExA,0xd574d012
VirtualQueryExW,0x21a06543
VirtualUnlock,0x7ce52233
VirtualUnlockA,0x6c751abf
VirtualUnlockW,0x98a1afee
VkKeyScan,0xc5f26ee7
VkKeyScanA,0xed721b3e
VkKeyScanW,0x19a6ae6f
VkKeyScanEx,0x293cbc37
VkKeyScanExA,0x6b4d0738
VkKeyScanExW,0x9f99b269
WNetAddConnection,0x18e543b
WNetAddConnectionA,0x62d3f9fb
WNetAddConnectionW,0x96074caa
WNetAddConnection2,0xabdfd97d
WNetAddConnection2A,0xfdc64cd3
WNetAddConnection2W,0x912f982
WNetAddConnection3,0xdcd8e9eb
WNetAddConnection3A,0xe4dd7d92
WNetAddConnection3W,0x1009c8c3
WNetCancelConnection,0x91443b85
WNetCancelConnectionA,0x4e9aad1f
WNetCancelConnectionW,0xba4e184e
WNetCancelConnection2,0x87968d99
WNetCancelConnection2A,0x5a8d23e6
WNetCancelConnection2W,0xae5996b7
WNetCloseEnum,0x32f7e3c6
WNetCloseEnumA,0xa1ec0eed
WNetCloseEnumW,0x5538bbbc
WNetConnectionDialog,0x3ec44cd
WNetConnectionDialogA,0x360fccc2
WNetConnectionDialogW,0xc2db7993
WNetConnectionDialog1,0x660abdfe
WNetConnectionDialog1A,0x89ba4b2d
WNetConnectionDialog1W,0x7d6efe7c
WNetDisconnectDialog,0x2991d59f
WNetDisconnectDialogA,0xb340818b
WNetDisconnectDialogW,0x479434da
WNetDisconnectDialog1,0xe345f0b7
WNetDisconnectDialog1A,0x863ffd54
WNetDisconnectDialog1W,0x72eb4805
WNetEnumResource,0xbb4bf3c2
WNetEnumResourceA,0xa60876e4
WNetEnumResourceW,0x52dcc3b5
WNetGetConnection,0x94380342
WNetGetConnectionA,0x4b9f8634
WNetGetConnectionW,0xbf4b3365
WNetGetLastError,0x25901fc2
WNetGetLastErrorA,0xa696ad08
WNetGetLastErrorW,0x52421859
WNetGetNetworkInformation,0x8c4244d3
WNetGetNetworkInformationA,0xcc8f5fa1
WNetGetNetworkInformationW,0x385beaf0
WNetGetProviderName,0x4f4a945a
WNetGetProviderNameA,0x58286cf5
WNetGetProviderNameW,0xacfcd9a4
WNetGetResourceInformation,0x43fa8d5c
WNetGetResourceInformationA,0xb14779d9
WNetGetResourceInformationW,0x4593cc88
WNetGetResourceParent,0x19b2a75e
WNetGetResourceParentA,0x5f1350df
WNetGetResourceParentW,0xabc7e58e
WNetGetUniversalName,0xc79cf310
WNetGetUniversalNameA,0xcea9121c
WNetGetUniversalNameW,0x3a7da74d
WNetGetUser,0x5dbd20a3
WNetGetUserA,0x9c5bd1f9
WNetGetUserW,0x688f64a8
WNetOpenEnum,0xc0af9334
WNetOpenEnumA,0xf2adc5ad
WNetOpenEnumW,0x67970fc
WNetUseConnection,0xcc3e43c4
WNetUseConnectionA,0x4f1ca661
WNetUseConnectionW,0xbbc81330
WSAStartup,0xa0f5fc93
WSAStartupA,0xba7fa989
WSAStartupW,0x4eab1cd8
WaitCommEvent,0x90d3b459
WaitCommEventA,0xc1fea46f
WaitCommEventW,0x352a113e
WaitForDebugEvent,0x96ab83a1
WaitForDebugEventA,0x729ea676
WaitForDebugEventW,0x864a1327
WaitForInputIdle,0xc5016ecb
WaitForInputIdleA,0xdfaa84dd
WaitForInputIdleW,0x2b7e318c
WaitForMultipleObjects,0xb98f54c4
WaitForMultipleObjectsA,0x4f691776
WaitForMultipleObjectsW,0xbbbda227
WaitForMultipleObjectsEx,0x51996e99
WaitForMultipleObjectsExA,0x5a5b2c05
WaitForMultipleObjectsExW,0xae8f9954
WaitForNtmsNotification,0x1eeb4abe
WaitForNtmsNotificationA,0xff1eeb4a
WaitForNtmsNotificationW,0xbca5e1b
WaitForNtmsOperatorRequest,0xe1638aca
WaitForNtmsOperatorRequestA,0xa889d6af
WaitForNtmsOperatorRequestW,0x5c5d63fe
WaitForSingleObject,0xe058bb45
WaitForSingleObjectA,0xd58f732f
WaitForSingleObjectW,0x215bc67e
WaitForSingleObjectEx,0x43b461ad
WaitForSingleObjectExA,0x7bfdf5bf
WaitForSingleObjectExW,0x8f2940ee
WaitForThreadpoolIoCallbacks,0x4bf860
WaitForThreadpoolIoCallbacksA,0x9e6bb42b
WaitForThreadpoolIoCallbacksW,0x6abf017a
WaitForThreadpoolTimerCallbacks,0x323c3b38
WaitForThreadpoolTimerCallbacksA,0xfbe91a2e
WaitForThreadpoolTimerCallbacksW,0xf3daf7f
WaitForThreadpoolWaitCallbacks,0xbe342fd8
WaitForThreadpoolWaitCallbacksA,0x5b6ff042
WaitForThreadpoolWaitCallbacksW,0xafbb4513
WaitForThreadpoolWorkCallbacks,0xc77652c
WaitForThreadpoolWorkCallbacksA,0xe10d850d
WaitForThreadpoolWorkCallbacksW,0x15d9305c
WaitMessage,0x3891680d
WaitMessageA,0xad50735e
WaitMessageW,0x5984c60f
WaitNamedPipe,0x5656d34e
WaitNamedPipeA,0x42eba4cf
WaitNamedPipeW,0xb63f119e
WaitOrTimerCallback,0xa12d35cd
WaitOrTimerCallbackA,0x36ad0db3
WaitOrTimerCallbackW,0xc279b8e2
WakeAllConditionVariable,0xb996862a
WakeAllConditionVariableA,0x8dbc1db
WakeAllConditionVariableW,0xfc0f748a
WakeConditionVariable,0xfd630ba2
WakeConditionVariableA,0xebfc3f44
WakeConditionVariableW,0x1f288a15
WerAddExcludedApplication,0x10dd711d
WerAddExcludedApplicationA,0xb0cf2f23
WerAddExcludedApplicationW,0x441b9a72
WerGetFlags,0xb51a23ee
WerGetFlagsA,0x94de4bd7
WerGetFlagsW,0x600afe86
WerRegisterFile,0xce9f1f64
WerRegisterFileA,0x99c8a4d5
WerRegisterFileW,0x6d1c1184
WerRegisterMemoryBlock,0xb9559343
WerRegisterMemoryBlockA,0x3cb5db32
WerRegisterMemoryBlockW,0xc8616e63
WerRemoveExcludedApplication,0x4ef56623
WerRemoveExcludedApplicationA,0x71f01a9f
WerRemoveExcludedApplicationW,0x8524afce
WerReportAddDump,0x89b4f4da
WerReportAddDumpA,0xb55611b5
WerReportAddDumpW,0x4182a4e4
WerReportAddFile,0x4247b3ef
WerReportAddFileA,0xe32e26d1
WerReportAddFileW,0x17fa9380
WerReportCloseHandle,0x85c3d490
WerReportCloseHandleA,0x2353ce1b
WerReportCloseHandleW,0xd7877b4a
WerReportCreate,0x5b27d3fb
WerReportCreateA,0xf9ed92cc
WerReportCreateW,0xd39279d
WerReportSetParameter,0xea94a396
WerReportSetParameterA,0xca5f3c59
WerReportSetParameterW,0x3e8b8908
WerReportSetUIOption,0x5b7ff6d
WerReportSetUIOptionA,0xe0df3491
WerReportSetUIOptionW,0x140b81c0
WerReportSubmit,0xebc08043
WerReportSubmitA,0x3ce74e21
WerReportSubmitW,0xc833fb70
WerSetFlags,0x4deb1c3f
WerSetFlagsA,0x65f258aa
WerSetFlagsW,0x9126edfb
WerUnregisterFile,0xdf263d15
WerUnregisterFileA,0xbedb5c5d
WerUnregisterFileW,0x4a0fe90c
WerUnregisterMemoryBlock,0x4c5cb67e
WerUnregisterMemoryBlockA,0x64289e06
WerUnregisterMemoryBlockW,0x90fc2b57
WideCharToMultiByte,0x9a80e589
WideCharToMultiByteA,0x472725ea
WideCharToMultiByteW,0xb3f390bb
WidenPath,0xb47e479f
WidenPathA,0xb3dd6e19
WidenPathW,0x4709db48
WinExec,0x48fea11e
WinExecA,0x299e5d49
WinExecW,0xdd4ae818
WinMain,0x4cb922bf
WinMainA,0x884b89b4
WinMainW,0x7c9f3ce5
WindowFromDC,0xf4931a5b
WindowFromDCA,0x2f9485ed
WindowFromDCW,0xdb4030bc
WindowFromPoint,0xd21702f5
WindowFromPointA,0x1edc8f1a
WindowFromPointW,0xea083a4b
WindowProc,0xeaec6d81
WindowProcA,0x498cc150
WindowProcW,0xbd587401
Wow64DisableWow64FsRedirection,0xcbb72cfd
Wow64DisableWow64FsRedirectionA,0x101ea706
Wow64DisableWow64FsRedirectionW,0xe4ca1257
Wow64EnableWow64FsRedirection,0xa0a4020f
Wow64EnableWow64FsRedirectionA,0x43c62718
Wow64EnableWow64FsRedirectionW,0xb7129249
Wow64GetThreadContext,0x49cb90fe
Wow64GetThreadContextA,0x89958a00
Wow64GetThreadContextW,0x7d413f51
Wow64RevertWow64FsRedirection,0xdc9917
Wow64RevertWow64FsRedirectionA,0x500ac7d5
Wow64RevertWow64FsRedirectionW,0xa4de7284
Wow64SetThreadContext,0x7bdde2e7
Wow64SetThreadContextA,0xedcc34b2
Wow64SetThreadContextW,0x191881e3
Wow64SuspendThread,0x6bc692d9
Wow64SuspendThreadA,0x2cbd3269
Wow64SuspendThreadW,0xd8698738
WriteConsole,0xe91ca436
WriteConsoleA,0x1c8a17b6
WriteConsoleW,0xe85ea2e7
WriteConsoleInput,0x6f01cc16
WriteConsoleInputA,0x27622a16
WriteConsoleInputW,0xd3b69f47
WriteConsoleOutput,0x200acf46
WriteConsoleOutputA,0x4c4670e1
WriteConsoleOutputW,0xb892c5b0
WriteConsoleOutputAttribute,0xd5591836
WriteConsoleOutputAttributeA,0x1cb6520a
WriteConsoleOutputAttributeW,0xe862e75b
WriteConsoleOutputCharacter,0xbc5947f9
WriteConsoleOutputCharacterA,0x17048d74
WriteConsoleOutputCharacterW,0xe3d03825
WriteFile,0xcce95612
WriteFileA,0x20ac0695
WriteFileW,0xd478b3c4
WriteFileEx,0x68f5184a
WriteFileExA,0x45b8c31d
WriteFileExW,0xb16c764c
WriteFileGather,0xc95a1f46
WriteFileGatherA,0x4caf2031
WriteFileGatherW,0xb87b9560
WriteGlobalPwrPolicy,0xd5237b9d
WriteGlobalPwrPolicyA,0x5db25209
WriteGlobalPwrPolicyW,0xa966e758
WritePrinter,0x5253126d
WritePrinterA,0xe088d07c
WritePrinterW,0x145c652d
WritePrivateProfileSection,0x77d9030a
WritePrivateProfileSectionA,0x337bae96
WritePrivateProfileSectionW,0xc7af1bc7
WritePrivateProfileString,0x31184c57
WritePrivateProfileStringA,0x26e74290
WritePrivateProfileStringW,0xd233f7c1
WritePrivateProfileStruct,0x153429d0
WritePrivateProfileStructA,0x551f7876
WritePrivateProfileStructW,0xa1cbcd27
WriteProcessMemory,0x4f58972e
WriteProcessMemoryA,0xf40cbd3
WriteProcessMemoryW,0xfb947e82
WriteProcessorPwrScheme,0xc3084fec
WriteProcessorPwrSchemeA,0x7aa63897
WriteProcessorPwrSchemeW,0x8e728dc6
WriteProfileSection,0x5757f60
WriteProfileSectionA,0x9e6e8aac
WriteProfileSectionW,0x6aba3ffd
WriteProfileString,0x9a03a391
WriteProfileStringA,0x544b3efa
WriteProfileStringW,0xa09f8bab
WritePwrScheme,0x23a650aa
WritePwrSchemeA,0xe5f9722d
WritePwrSchemeW,0x112dc77c
WriteTapemark,0x905e4388
WriteTapemarkA,0x302acbda
WriteTapemarkW,0xc4fe7e8b
ZeroMemory,0x94c0805d
ZeroMemoryA,0xc6977342
ZeroMemoryW,0x3243c613
\aswsnx\,0x32d63a78
\aswsnx\A,0x8d35b1bf
\aswsnx\W,0x79e104ee
\avctestsuite\,0xdca9d2b
\avctestsuite\A,0x7f68ad56
\avctestsuite\W,0x8bbc1807
\cuckoo\,0x779c68df
\cuckoo\A,0xc5c2cda6
\cuckoo\W,0x311678f7
\samroot\,0x434912a0
\samroot\A,0x54c7471
\samroot\W,0xf198c120
\sandbox\,0x74a295fd
\sandbox\A,0x10a1b2bf
\sandbox\W,0xe47507ee
\sandcastle\,0xc302e903
\sandcastle\A,0x4a13cdd8
\sandcastle\W,0xbec77889
\smpdir\,0x7b05994d
\smpdir\A,0xdbcfa63f
\smpdir\W,0x2f1b136e
_TrackMouseEvent,0xef6a659d
_TrackMouseEventA,0x5d881b17
_TrackMouseEventW,0xa95cae46
absolutetelnet.exe,0x1a40aa8e
absolutetelnet.exeA,0xd9c37006
absolutetelnet.exeW,0x2d17c557
advapi32.dll,0xf16ed7e0
advapi32.dllA,0x73221224
advapi32.dllW,0x87f6a775
advpack.dll,0xc204b901
advpack.dllA,0xa41caaa4
advpack.dllW,0x50c81ff5
alftp.exe,0x7f9d5595
alftp.exeA,0x53c36415
alftp.exeW,0xa717d144
avant.exe,0x8cc1c5
avant.exeA,0x38d72475
avant.exeW,0xcc039124
avastszb.exe,0x41a0065f
avastszb.exeA,0x284c72e8
avastszb.exeW,0xdc98c7b9
barca.exe,0xdd7484d
barca.exeA,0xdbb974ee
barca.exeW,0x2f6dc1bf
bitkinex.exe,0xe4c8a8fe
bitkinex.exeA,0x89388938
bitkinex.exeW,0x7dec3c69
blackhawk.exe,0x3bfad179
blackhawk.exeA,0xfa3badc2
blackhawk.exeW,0xeef1893
browser.exe,0x66a84d53
browser.exeA,0x21dd3688
browser.exeW,0xd50983d9
cannot,0xb74d26fd
cannotA,0x10625d0c
cannotW,0xe4b6e85d
chrome.exe,0x9c1d0d0e
chrome.exeA,0x34fdae81
chrome.exeW,0xc0291bd0
citrio.exe,0x9a21b773
citrio.exeA,0x1a4f9fba
citrio.exeW,0xee9b2aeb
comctl32.dll,0x19bebdff
comctl32.dllA,0xfec2cfbb
comctl32.dllW,0xa167aea
comdlg32.dll,0xd086ae52
comdlg32.dllA,0x566c28fd
comdlg32.dllW,0xa2b89dac
coolnovo.exe,0xd7c7000e
coolnovo.exeA,0x34b6748c
coolnovo.exeW,0xc062c1dd
coowon.exe,0x71eb068e
coowon.exeA,0xd9a8dbaa
coowon.exeW,0x2d7c6efb
coreftp.exe,0x91cb3a8c
coreftp.exeA,0x37469aba
coreftp.exeW,0xc3922feb
cuckoo,0x5ce9c465
cuckooA,0xee5de298
cuckooW,0x1a8957c9
cwsx-,0x1ad61b27
cwsx-A,0x76c9fdfb
cwsx-W,0x821d48aa
cyberfox.exe,0x804c4a1b
cyberfox.exeA,0x593c1b2d
cyberfox.exeW,0xade8ae7c
deepnet.exe,0x5dcd96a8
deepnet.exeA,0xb8978c7
deepnet.exeW,0xff5dcd96
dooble.exe,0x5795ed21
dooble.exeA,0x9fe71b38
dooble.exeW,0x6b33ae69
dragon.exe,0xbcec362d
dragon.exeA,0x96ba2ec8
dragon.exeW,0x626e9b99
epic.exe,0x34e7457d
epic.exeA,0xfd59744f
epic.exeW,0x98dc11e
explorer.exe,0xbe037055
explorer.exeA,0xc8663880
explorer.exeW,0x3cb28dd1
far.exe,0xe17f7e1e
far.exeA,0x2937dc96
far.exeW,0xdde369c7
filemon.exe,0x3d46f02b
filemon.exeA,0x7f58213b
filemon.exeW,0x8b8c946a
filezilla.exe,0x900d2c2a
filezilla.exeA,0x8f25a71
filezilla.exeW,0xfc26ef20
firefox.exe,0xb4e35f10
firefox.exeA,0xceda6db0
firefox.exeW,0x3a0ed8e1
flashfxp.exe,0x307b817b
flashfxp.exeA,0x143e4dbe
flashfxp.exeW,0xe0eaf8ef
fling.exe,0x9d3922da
fling.exeA,0xb5429c63
fling.exeW,0x41962932
foxmail.exe,0x79a852ad
foxmail.exeA,0x7bc7e98c
foxmail.exeW,0x8f135cdd
gdi32.dll,0x4ff47378
gdi32.dllA,0x8d4893f6
gdi32.dllW,0x799c26a7
gmailnotifierpro.exe,0xab1418ba
gmailnotifierpro.exeA,0xf8c6d001
gmailnotifierpro.exeW,0xc126550
guard32.dll,0x3ec3bbb
guard32.dllA,0x8f6918b4
guard32.dllW,0x7bbdade5
icedragon.exe,0xa73b4ced
icedragon.exeA,0xdc53b02
icedragon.exeW,0xf9118e53
icq.exe,0x1d5fd52c
icq.exeA,0xe11cadbd
icq.exeW,0x15c818ec
iexplore.exe,0xc3ddc6d5
iexplore.exeA,0x25a36516
iexplore.exeW,0xd177d047
incmail.exe,0x2b0711f9
incmail.exeA,0x1793d322
incmail.exeW,0xe3476673
inet_addr,0x5308a87e
inet_addrA,0x6437ca18
inet_addrW,0x90e37f49
iridium.exe,0xe66f441d
iridium.exeA,0xb0399d16
iridium.exeW,0x44ed2847
k-meleon.exe,0x8559268
k-meleon.exeA,0x90b82273
k-meleon.exeW,0x646c9722
kernel32.dll,0x6ae69f02
kernel32.dllA,0x3dbd1938
kernel32.dllW,0xc969ac69
keybd_event,0x9edf9282
keybd_eventA,0xd0f1a315
keybd_eventW,0x24251644
leechftp.exe,0x73e875ef
leechftp.exeA,0xe31f8917
leechftp.exeW,0x17cb3c46
lstrcat,0xf0b73222
lstrcatA,0x649685d
lstrcatW,0xf29ddd0c
lstrcmp,0x5b6fb937
lstrcmpA,0x6b3f543d
lstrcmpW,0x9febe16c
lstrcmpi,0x5e8afcc7
lstrcmpiA,0xd6874364
lstrcmpiW,0x2253f635
